176 15
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,16,17,17,18,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,16,17,17,18,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,16,17,17,18,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,9,9,9,28,16,17,17,18,28,28,28,28,28,28,28,28,28,28,
28,28,28,16,17,17,18,28,28,28,28,28,28,28,28,28,28,28,22,23,23,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,16,17,17,18,28,28,28,28,28,28,28,28,28,28,28,22,23,23,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,16,17,17,18,28,28,28,28,28,28,28,28,28,28,28,22,23,23,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,16,17,17,18,28,28,28,28,28,28,28,3,4,5,28,22,23,23,24,28,28,28,28,28,28,28,28,28,28,
28,28,28,22,23,23,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,10,11,11,11,11,11,12,28,28,28,28,22,23,23,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,22,23,23,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,22,23,23,24,28,28,28,28,28,28,9,6,6,6,9,28,28,28,28,28,28,28,28,28,28,28,28,28,28,
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,10,11,11,11,12,28,28,28,28,28,28,28,28,28,28,2,2,2,2,2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,10,11,11,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,4,4,7,4,4,28,28,28,28,28,28,28,28,28,28,28,28,28,28,
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2,2,2,28,28,28,28,28,28,28,28,16,17,18,2,2,2,2,2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2,2,28,28,28,28,28,28,28,28,28,28,28,28,28,10,11,11,11,11,12,28,28,28,28,16,17,18,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,16,17,18,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,4,4,8,4,4,28,28,28,28,28,28,28,28,28,28,28,28,28,28,
28,28,28,28,28,28,28,28,28,16,17,18,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2,2,2,28,28,28,28,28,16,17,18,22,23,24,2,2,2,2,2,28,28,28,28,28,28,28,28,28,28,28,16,17,18,28,2,2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2,2,2,2,28,28,16,17,18,22,23,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,10,11,11,11,11,11,11,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,16,17,18,22,23,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,16,17,9,9,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
28,9,9,9,28,28,28,28,28,22,23,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2,2,2,28,28,28,28,28,10,11,11,11,12,28,2,2,2,2,2,28,28,28,28,28,28,28,28,28,28,28,22,23,24,28,2,2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2,2,2,2,28,28,22,23,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2,2,2,2,2,2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,22,23,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,22,23,4,4,4,7,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
28,3,4,5,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,10,11,11,11,11,11,11,12,28,28,28,28,2,2,2,28,28,2,2,2,2,2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2,2,28,28,28,28,28,28,28,10,11,12,28,28,28,28,2,2,2,2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2,2,2,2,2,2,28,28,28,28,28,10,11,11,12,28,28,10,11,11,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,4,4,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
